# Lambda	Transmission
0.934	0.7253223217708147
0.9340983634797588	0.6808366820089895
0.9341967269595176	0.6800814050855244
0.9342950904392765	0.734722371108518
0.9343934539190354	0.6947645649512129
0.9344918173987943	0.5274035644019618
0.934590180878553	0.4003568712484645
0.9346885443583118	0.40476598268023634
0.9347869078380707	0.5030086080651495
0.9348852713178294	0.6625662432172353
0.9349836347975883	0.8178541607832635
0.9350819982773472	0.900448390652614
0.9351803617571058	0.917600518455127
0.9352787252368647	0.9048842214414197
0.9353770887166236	0.8668742538659601
0.9354754521963825	0.7500888972064803
0.9355738156761412	0.5759424043579202
0.9356721791559001	0.5157055790535903
0.935770542635659	0.6223310241144102
0.9358689061154176	0.6904895316365322
0.9359672695951765	0.5922758965680914
0.9360656330749354	0.506085060652561
0.9361639965546943	0.6048479664349183
0.9362623600344531	0.773145648546157
0.9363607235142118	0.8641081011236379
0.9364590869939707	0.8934280053892265
0.9365574504737295	0.8790634255829356
0.9366558139534884	0.8018569917010698
0.9367541774332473	0.7057381017326988
0.936852540913006	0.6692594293847779
0.9369509043927648	0.710018945235704
0.9370492678725237	0.7436301675815028
0.9371476313522826	0.6839622479344696
0.9372459948320413	0.5940678249208264
0.9373443583118002	0.5464019452425213
0.9374427217915591	0.5988032474458952
0.9375410852713177	0.7439253996564903
0.9376394487510766	0.849743003814655
0.9377378122308355	0.8665429759464852
0.9378361757105944	0.8237624996666427
0.9379345391903531	0.7318659260895185
0.938032902670112	0.666217510380299
0.9381312661498709	0.6798637401134713
0.9382296296296295	0.6633424298725633
0.9383279931093884	0.5999096810403858
0.9384263565891473	0.6289975817334552
0.938524720068906	0.7601771723130194
0.9386230835486649	0.8621639245301107
0.9387214470284237	0.870642079206141
0.9388198105081826	0.7753399201980042
0.9389181739879414	0.6678315918039632
0.9390165374677003	0.704081778460033
0.9391149009474591	0.8371795437166566
0.9392132644272179	0.9190185864600025
0.9393116279069768	0.9243720958040678
0.9394099913867356	0.9084691223132153
0.9395083548664945	0.9152336122711479
0.9396067183462532	0.9292583591269118
0.9397050818260121	0.9309207651526066
0.939803445305771	0.929587261921479
0.9399018087855296	0.9268436296936984
0.9400001722652885	0.9033910839170329
0.9400985357450474	0.8455155429524254
0.9401968992248061	0.8072129394104671
0.940295262704565	0.8211641010818411
0.9403936261843239	0.8429487572345334
0.9404919896640828	0.8584759594477168
0.9405903531438414	0.8744641181441142
0.9406887166236003	0.8891036580090599
0.9407870801033592	0.8994334015871097
0.9408854435831179	0.8970140316591012
0.9409838070628768	0.8887536125403344
0.9410821705426357	0.8590449483904715
0.9411805340223945	0.7858189531531311
0.9412788975021533	0.7322324528170363
0.9413772609819121	0.7752009861621261
0.941475624461671	0.8558362957209638
0.9415739879414298	0.8931815003769492
0.9416723514211887	0.90811846253416
0.9417707149009475	0.9151870252151497
0.9418690783807062	0.8738810319971768
0.9419674418604651	0.7965433548070957
0.942065805340224	0.7882889843296479
0.9421641688199829	0.8557940414900503
0.9422625322997416	0.883184825950199
0.9423608957795004	0.8477789313287072
0.9424592592592593	0.8350063898112652
0.942557622739018	0.8798242211277779
0.9426559862187769	0.9082410069989814
0.9427543496985358	0.8533196907723343
0.9428527131782947	0.6996530221530121
0.9429510766580533	0.5350733032347175
0.9430494401378122	0.501166776061595
0.9431478036175711	0.5979095803831473
0.9432461670973298	0.6930124281492834
0.9433445305770887	0.7588896539495111
0.9434428940568476	0.8498440054554282
0.9435412575366064	0.9223558394910059
0.9436396210163651	0.9474076133734598
0.943737984496124	0.9424050236783559
0.9438363479758829	0.8949463347775012
0.9439347114556417	0.7820212940357378
0.9440330749354006	0.6827490435895704
0.9441314384151593	0.6739367609488501
0.9442298018949181	0.6303426671303654
0.944328165374677	0.5365277518856085
0.9444265288544359	0.5506587532584092
0.9445248923341948	0.6326148824116811
0.9446232558139535	0.7057960189968302
0.9447216192937123	0.7778608345907352
0.9448199827734712	0.8256899499026049
0.9449183462532299	0.8676014344937336
0.9450167097329888	0.9042294171436274
0.9451150732127477	0.895521032556196
0.9452134366925066	0.866203045061514
0.9453118001722652	0.8719278899091486
0.9454101636520241	0.9012454775203987
0.945508527131783	0.8832951594007291
0.9456068906115417	0.788839036231147
0.9457052540913006	0.6895747232618814
0.9458036175710595	0.6633990830922109
0.9459019810508181	0.715439872841177
0.946000344530577	0.8045254798049999
0.9460987080103359	0.8130988944730783
0.9461970714900948	0.6928148969256469
0.9462954349698536	0.5783406141052447
0.9463937984496124	0.6171978361154082
0.9464921619293712	0.7674685956029703
0.94659052540913	0.8726057117582672
0.9466888888888889	0.8828874038799995
0.9467872523686478	0.8674275598930501
0.9468856158484066	0.867705464668898
0.9469839793281654	0.8430446648232012
0.9470823428079242	0.7751985984332165
0.9471807062876831	0.7370770570511093
0.9472790697674418	0.7902696394182636
0.9473774332472007	0.8772537015706979
0.9474757967269596	0.9140431638945721
0.9475741602067183	0.8751705766617865
0.9476725236864771	0.7955274378603638
0.947770887166236	0.7646494463094896
0.9478692506459949	0.8147955969903142
0.9479676141257536	0.8821208675872482
0.9480659776055125	0.8947097214140749
0.9481643410852714	0.8086963982191736
0.94826270456503	0.6542443711114346
0.9483610680447889	0.5463845861765495
0.9484594315245478	0.5835422288331608
0.9485577950043067	0.7393667145611003
0.9486561584840654	0.8683565136233581
0.9487545219638243	0.9028252024809972
0.9488528854435831	0.8915364596590153
0.9489512489233419	0.8897687377670643
0.9490496124031008	0.9120384869499937
0.9491479758828596	0.9366432290360451
0.9492463393626184	0.9434938991364675
0.9493447028423773	0.9307632471392093
0.9494430663221362	0.8741450757868762
0.949541429801895	0.7442524991543765
0.9496397932816537	0.6243126049115815
0.9497381567614126	0.6534732474738876
0.9498365202411715	0.7540577761300619
0.9499348837209302	0.7746648017704572
0.950033247200689	0.7605179825985858
0.9501316106804479	0.7446452079045768
0.9502299741602068	0.6536044870104418
0.9503283376399655	0.5455614812310485
0.9504267011197244	0.5852332000425398
0.9505250645994833	0.7549902996427182
0.9506234280792419	0.8821462079659382
0.9507217915590008	0.9141118610522494
0.9508201550387597	0.9137995533675226
0.9509185185185184	0.9255188480509082
0.9510168819982773	0.9388892577542799
0.9511152454780362	0.9422598717294072
0.951213608957795	0.9384989159593751
0.9513119724375538	0.9307195119641182
0.9514103359173126	0.9247348600067873
0.9515086993970715	0.9128941661732332
0.9516070628768303	0.8946338824165934
0.9517054263565892	0.8788196924883549
0.9518037898363481	0.8300669633087087
0.9519021533161068	0.7335183553604715
0.9520005167958656	0.6922750494371561
0.9520988802756245	0.7315105507392683
0.9521972437553834	0.76701378427678
0.9522956072351421	0.7721396511718328
0.952393970714901	0.7160588453114081
0.9524923341946598	0.671031722188895
0.9525906976744185	0.7330479357972911
0.9526890611541774	0.8060575602983103
0.9527874246339363	0.83575874383978
0.9528857881136952	0.8520087783178797
0.9529841515934538	0.8232846134323408
0.9530825150732127	0.7741170722036479
0.9531808785529716	0.7900872888287012
0.9532792420327303	0.8580343099985073
0.9533776055124892	0.9014975712921645
0.9534759689922481	0.9151041880396199
0.953574332472007	0.9183289287919856
0.9536726959517656	0.8962419043405324
0.9537710594315245	0.8352613218840397
0.9538694229112834	0.7978097328154317
0.9539677863910422	0.836073549435391
0.9540661498708011	0.88275207267655
0.9541645133505599	0.8972533527594405
0.9542628768303187	0.8821037644794593
0.9543612403100775	0.8616309631069592
0.9544596037898364	0.8441504043813671
0.9545579672695953	0.7614404429600006
0.954656330749354	0.6667735620121606
0.9547546942291129	0.70024308862885
0.9548530577088717	0.8057222399102623
0.9549514211886304	0.8761606236455228
0.9550497846683893	0.8989840958083387
0.9551481481481482	0.9006949124477608
0.9552465116279071	0.9095820620589777
0.9553448751076657	0.9166971906018614
0.9554432385874246	0.881638368191638
0.9555416020671835	0.7879736920603609
0.9556399655469422	0.7256094307680313
0.9557383290267011	0.757635352364892
0.95583669250646	0.7844946190945408
0.9559350559862189	0.7579068135676224
0.9560334194659775	0.7697667320870144
0.9561317829457364	0.8488691080540834
0.9562301464254953	0.9205300459089845
0.9563285099052541	0.9364325660783502
0.9564268733850129	0.8951274942304442
0.9565252368647718	0.8311943664437682
0.9566236003445305	0.7849597976872315
0.9567219638242894	0.7534760854639652
0.9568203273040483	0.7318998402333493
0.9569186907838071	0.7433241338593294
0.9570170542635659	0.7980251656221008
0.9571154177433248	0.8418929338016227
0.9572137812230836	0.8546712124801985
0.9573121447028423	0.8538520121657602
0.9574105081826012	0.8669478675257447
0.9575088716623601	0.9097578416725403
0.957607235142119	0.9464817583310967
0.9577055986218777	0.9562069802268551
0.9578039621016365	0.9469983323381818
0.9579023255813954	0.9336723235382421
0.9580006890611541	0.9246833368754351
0.958099052540913	0.8926655630634079
0.9581974160206719	0.808795782211429
0.9582957795004305	0.7304290051728044
0.9583941429801894	0.7408783790935938
0.9584925064599483	0.8318577024420788
0.9585908699397072	0.9144543931030051
0.9586892334194659	0.9410496097682329
0.9587875968992248	0.929527592346305
0.9588859603789837	0.9014006363897051
0.9589843238587424	0.8568875299544179
0.9590826873385013	0.7898776656593952
0.9591810508182601	0.7419946368041037
0.959279414298019	0.7464260820994321
0.9593777777777778	0.7616591444614534
0.9594761412575367	0.7773339951144059
0.9595745047372956	0.8137329848923147
0.9596728682170542	0.8492955474533546
0.9597712316968131	0.8793600380104665
0.959869595176572	0.8979565452306181
0.9599679586563307	0.8809028396246081
0.9600663221360896	0.8536195242176108
0.9601646856158484	0.8610894946394715
0.9602630490956073	0.8976259592408301
0.960361412575366	0.9286282105373825
0.9604597760551249	0.9420113515791074
0.9605581395348838	0.9232770666999669
0.9606565030146424	0.8606070503861492
0.9607548664944013	0.8014984371187999
0.9608532299741602	0.8130003441215903
0.9609515934539191	0.8653635130799028
0.9610499569336778	0.8937734346757795
0.9611483204134367	0.893542708206097
0.9612466838931956	0.8893894457391565
0.9613450473729542	0.9104304571514122
0.9614434108527131	0.9422487952610201
0.961541774332472	0.9432996717966712
0.9616401378122308	0.9038594524155493
0.9617385012919897	0.8614432930640679
0.9618368647717486	0.8700845511191663
0.9619352282515073	0.9013455218272283
0.9620335917312661	0.8996859356174005
0.962131955211025	0.8823913110151562
0.9622303186907839	0.8553935202306406
0.9623286821705426	0.8170395084691797
0.9624270456503015	0.8056014958885
0.9625254091300603	0.833799185546179
0.9626237726098192	0.8699646604229928
